Custom,Intl Shipping Small Flat Rate 3,Priority Mail International,FedEx Standard Overnight,Intl Shipping Large Flat Rate 12,First Class Package,USPS First Class Mail 4oz-5oz,USPS First Class Mail under 4oz,USPS First Class Mail 5oz-9oz,USPS First Class Mail 9oz-15oz,USPS Priority Mail Flat Rate,FedEx Express 2day,FedEx Express 2day OneRate Pak,First Class Package International,FedEx International Economy®,FedEx Standard Overnight®,FedEx Ground® Home Delivery,FedEx International Priority®,WikiWiki Premium Shipping,Free Basic Shipping,Free WikiWiki Premium Shipping,FedEx 2Day®,WikiWiki 3-Day Shipping,Medium Flat Rate,Small Flat Rate,Free WikiWiki 3-Day Shipping,Gift Box,Expedited Shipping,Standard Shipping,Standard Free Shipping,Free Shipping,FedEx First Overnight,FedEx 2 Day Am,FedEx International Priority,HI,Intl Shipping Med Flat Rate 12,Intl Shipping Med Flat Rate 6,Intl Shipping Med Flat Rate 3,USPS First Class Mail Flat Rate,Flat Rate Shipping,Priority Mail,Samples (Free Shipping),USPS Flat Rate Shipping 6,USPS Flat Rate Shipping 4,USPS Flat Rate Shipping 3,First Class Mail,FedEx 2 Day®,FedEx Express Saver®,FedEx Ground®,FedEx Priority Overnight®,Free Shipping (Not Available for Wholesale Orders),FedEx Ground Home Delivery,$5 Flat rate shipping
1405,Intl Shipping Small Flat Rate 3,2521,2518,Intl Shipping Small Flat Rate 12,45,45,45,45,45,2523,12,12,76,2516,2518,15,17,3282,1406,3282,12,3448,Medium Flat Rate $8.20,Small Flat Rate $5,3445,Gift Box $15,12,1406,1406,1406,9,12,17,1405,Intl Shipping Small Flat Rate 12,Intl Shipping Small Flat Rate 6,Intl Shipping Small Flat Rate 3,USPS First Class Mail Flat Rate,1406,2523,1407,USPS Flat Rate Shipping 6,USPS Flat Rate Shipping 4,USPS Flat Rate Shipping 3,45,12,13,2522,2517,1406,15,6239
